,MSKScaled
chr6.121,-3.14582901469305
chr6.122,-1.58610819616871
chr6.124,3.59153089831677
chr6.125,-2.94376495789669
chr6.126,-0.795819450271367
chr6.127,2.52257655576965
chr6.128,3.23958704648446
chr6.129,-2.04246529759363
chr6.130,2.30031039451887
chr6.131,-2.1737296671754
chr6.132,1.31342272258166
chr6.133,-4.86936183638458
chr6.134,-5.04854274278784
chr6.135,-2.90207201672727
chr6.136,-0.0307961268239819
chr6.137,0.103562161083302
chr6.138,-2.12786662544875
chr6.139,-1.02065462773011
chr6.140,0.859200206344139
chr6.141,8.84173758958188
chr6.142,4.92286153473691
chr6.143,3.25297171293042
chr6.144,-2.54470768743543
chr6.145,0.841543485341442
chr6.146,-4.24998107378934
chr6.147,-3.85987769790655
chr6.148,-0.22291172782793
chr6.149,4.43116576379015
chr6.150,1.69997720865669
chr6.151,0.713266790671948
chr6.152,0.165879401027778
chr6.153,-3.86184839862679
chr6.155,-4.50765856752872
chr6.156,0.900350891438975
chr6.157,5.92829841340301
chr6.160,-1.9463471139632
chr6.161,-2.37224001694077
chr6.162,1.45157025560007
chr6.163,4.61493500245148
chr6.166,-6.6011643996105
chr7.2,-2.2754460533863
chr7.3,0.432862456190475
chr7.4,-4.78383618817757
chr7.8,-1.85742698751847
chr7.9,-7.64857948201619
chr7.10,2.81336863189048
chr7.11,3.55337786911439
chr7.12,-4.96345072442045
chr7.13,-4.48358553236765
chr7.14,-0.266400907504903
chr7.15,-4.81223381748835
chr7.16,-3.51972583990614
chr7.17,-4.84925014101287
chr7.18,-1.40156446916104
chr7.19,4.67460308623533
chr7.20,8.95138727489346
chr7.21,3.12943178140792
chr7.22,-0.358008774927786
chr7.23,5.03191690656061
chr7.25,7.05611535851334
chr7.26,3.71502156609095
chr7.27,-5.48145695715743
chr7.28,1.11899972533667
chr7.29,-9.24333291037842
chr7.30,-6.26507847137638
chr7.31,-8.91953731079055
chr7.32,3.41064032519011
chr7.34,-3.95432270367948
chr7.35,6.71177149591645
chr7.37,-3.38959698502387
chr7.38,0.391133178319375
chr7.39,-0.816499781357696
chr7.40,0.469400459395073
chr7.41,0.633327893994841
chr7.42,-0.595280286780288
chr7.43,12.9905823607362
chr7.44,5.08842073653499
chr7.47,-1.47910305932121
chr7.48,-1.88122688791975
chr7.49,2.35344380617157
chr7.50,14.7088068767981
chr7.51,-3.39336410581098
chr7.52,2.007535500154
chr7.53,5.28674350585833
chr7.54,3.41447353381769
chr7.55,6.19890690819315
chr7.65,2.72126042035169
chr7.66,6.49683987852029
chr7.67,0.576993166722958
chr7.68,-0.189745834125444
chr7.75,-5.1030859919056
chr7.77,-4.75730310947319
chr7.78,-1.73529117747352
chr7.79,-8.20820548046593
chr7.80,1.85156420551534
chr7.81,-0.188735610738004
chr7.82,6.15676235637255
chr7.83,7.61346813312032
chr7.84,-4.40763399229291
chr7.85,-3.94236938748132
chr7.86,3.14282647777342
chr7.87,-0.760450312911801
chr7.88,-2.03034881231317
chr7.90,-1.48720170615813
chr7.91,0.0393496738099871
chr7.92,-5.31480049223894
chr7.93,-5.34631645237917
chr7.94,1.32716900792427
chr7.96,-3.46142325863527
chr7.101,0.199023428885903
chr7.103,0.642369526397032
chr7.104,0.543433326629338
chr7.105,-4.58124044424657
chr7.106,5.5259383093436
chr7.107,7.24655080910418
chr7.108,-0.312982537632505
chr7.109,-3.88853829708608
chr7.110,0.667349165871088
chr7.111,6.21224670782775
chr7.112,4.49175921388875
chr7.113,5.5347203434219
chr7.114,-2.63621712219714
chr7.115,2.49017411948726
chr7.116,-3.30371464960109
chr7.117,1.4315856733585
chr7.118,-3.65870966082605
chr7.119,0.82476266477134
chr7.120,-5.79766667644532
chr7.121,-1.50129931232664
chr7.122,-1.06379860346462
chr7.123,-4.57497203829275
chr7.124,-1.75003981626119
chr7.125,-3.4461993763551
chr7.127,-1.28839306634155
chr7.129,-1.46238071877363
chr7.130,-4.88499176542502
chr7.131,-6.97364805382088
chr7.132,-4.05567811841042
chr7.133,1.78386543318251
chr7.134,17.2340403869246
chr7.135,0.956180068352257
chr7.136,-0.703423249092579
chr7.139,-3.11956761136231
chr7.142,4.26913236391944
chr7.143,6.8615316147772
chr7.148,-1.83361740040458
chr7.149,-2.72614114679522
chr7.153,5.94350132082631
chr7.154,-2.94156047413409
chr7.155,-7.76595389878627
chr7.156,-0.364413572019675
chr8.2,4.0538069973636
chr8.3,4.46430229035165
chr8.5,5.61773568737382
chr8.6,0.739150320657761
chr8.10,0.109977980530362
chr8.11,-6.94701706112356
chr8.14,6.39886695332659
chr8.16,2.83299338635956
chr8.17,1.94330238469191
chr8.18,-6.16776778166053
chr8.19,3.96109139339179
chr8.20,9.60158211491819
chr8.21,-2.41949436429806
chr8.22,1.47869411344288
chr8.23,-1.90434767437734
chr8.24,6.20187223368958
chr8.25,3.14687816207622
chr8.26,0.258157983588839
chr8.27,1.94780381471242
chr8.28,-3.80292525480569
chr8.29,-5.93659164011514
chr8.30,-5.8857403436175
chr8.31,-4.18105935254815
chr8.32,-4.65411175626461
chr8.33,-3.78302576619875
chr8.34,-1.79465256723205
chr8.35,-0.287081107177625
chr8.36,-3.58948535683528
chr8.37,0.222139408598433
chr8.38,1.58727383991507
chr8.39,-0.0730235882890291
chr8.40,5.96284795675434
chr8.41,2.15483576577849
chr8.42,-0.225081648624349
chr8.44,-3.1410507737655
chr8.46,0.932590798205894
chr8.47,22.8467528313716
chr8.48,23.8867005742438
chr8.49,14.1361383971036
chr8.50,-3.3179535060348
chr8.51,1.6532150870649
chr8.52,4.49991101182675
chr8.53,6.85948834520094
chr8.54,9.83062393370132
chr8.55,3.02089902022004
chr8.56,-3.75372291486581
chr8.57,-6.18674722867957
chr8.58,-7.73709013006973
chr8.59,-6.59331441037181
chr8.60,0.0198075584482415
chr8.61,4.29527008702598
chr8.62,12.0082108670736
chr8.63,7.52357398788347
chr8.64,-2.86289988184587
chr8.65,0.836832631449392
chr8.66,10.9008519393191
chr8.67,3.53583982712086
chr8.68,3.74394905231519
chr8.69,7.22088144827796
chr8.70,-5.63063958060653
chr8.71,-2.94465489609977
chr8.72,1.52445558176791
chr8.73,12.5638188790061
chr8.74,8.57062911367344
chr8.75,8.13756956056627
chr8.76,-0.235636490128947
chr8.77,0.697796994223201
chr8.78,0.869823296373809
chr8.79,-0.708863909640624
chr8.80,-0.846614024111701
chr8.81,0.426320873925374
chr8.82,0.610677834922362
chr8.84,2.43523657638079
chr8.85,8.5672118932035
chr8.86,0.583298541565704
chr8.87,5.47783028864892
chr8.88,-1.59190079806172
chr8.89,0.111087136394397
chr8.90,-2.62802297651484
chr8.91,1.00623982486587
chr8.92,-2.80766380221687
chr8.93,-5.97932946309891
chr8.94,-4.96528259609301
chr8.95,0.300454573458167
chr8.96,4.15688049666277
chr8.97,-0.755015151324955
chr8.98,-2.92492181769605
chr8.99,-5.71743307661131
chr8.100,-4.53851436236154
chr8.101,-3.32134845725429
chr8.102,-0.673873638167047
chr8.104,11.9589202383806
chr8.105,16.6257920175028
chr8.106,11.8088154257677
chr8.107,-3.99966151472298
chr8.108,4.33254032072338
chr8.109,3.6364668314631
chr8.110,9.46522964139095
chr8.111,7.83842013102081
chr8.112,11.1041433918784
chr8.113,5.39151005889851
chr8.114,3.41769584126211
chr8.115,0.947463074624503
chr8.116,-4.04600923365242
chr8.117,7.31951044602354
chr8.118,-4.34385165497221
chr8.119,6.42990187093057
chr8.120,9.09404251909065
chr8.121,-0.307744994923161
chr8.122,-4.51612149349179
chr8.123,-2.28433726369229
chr8.124,-6.6314834951657
chr8.125,-1.57948589896865
chr8.126,-2.47406852924296
chr8.127,-2.81212635628975
chr8.128,-4.98827567952976
chr8.129,7.4484579046383
chr8.130,0.650230332393803
chr8.131,-7.36442287732539
chr8.132,-7.0004540586263
chr8.133,-7.51510444010182
chr8.134,1.74061305339026
chr8.135,2.93081672517093
chr8.136,1.05937184369128
chr8.137,-7.63410975794981
chr8.138,-3.64819041747637
chr8.140,-4.49053900255863
chr8.141,3.33103677191402
chr9.2,6.33527965734677
chr9.3,-5.59156830415928
chr9.4,-6.99106262830426
chr9.5,-3.03482734755001
chr9.6,1.78557208778907
chr9.8,-3.73329551101699
chr9.9,-7.45920736480481
chr9.11,-4.12079920161659
chr9.12,-1.22158865311549
chr9.13,-2.13352983514785
chr9.14,-0.923565602011778
chr9.15,-8.57049528113125
chr9.17,2.35436176805933
chr9.18,-2.06560870411239
chr9.19,-2.20491364278043
chr9.20,0.724789665977249
chr9.21,-5.43906461796469
chr9.22,3.38975513204715
chr9.23,5.75998733692311
chr9.24,7.48151031499729
chr9.25,9.36762290661022
chr9.26,10.9736878253476
chr9.27,1.77581983210914
chr9.28,-5.56615633449807
chr9.29,-3.80783746626932
chr9.30,-4.31259587930943
chr9.31,-2.04005659063413
chr9.32,-2.21273595087031
chr9.33,-1.75411120655318
chr9.36,-6.22414612881893
chr9.37,-2.11052083486601
chr9.38,-11.2621485957202
chr9.69,-5.10835596145103
chr9.71,4.40131456380405
chr9.72,4.42120946349753
chr9.73,8.31866651110483
chr9.74,16.1826917469797
chr9.75,4.63833378240244
chr9.76,0.186739609889829
chr9.77,-2.26067720472083
chr9.78,-0.402817550467768
chr9.79,-3.27686955749162
chr9.80,0.833071019736164
chr9.81,-0.58180020040751
chr9.82,-2.63726395565096
chr9.83,-4.42520492119654
chr9.85,4.13817522143036
chr9.87,-1.12133999165023
chr9.89,-0.701577159068447
chr9.91,0.781182299745357
chr9.92,-2.32938002486296
chr9.93,-1.5983617136458
chr9.95,-4.42661399368786
chr9.96,1.63921871998067
chr9.98,1.18099934942466
chr9.99,-2.23102837373213
chr9.100,0.395511204624353
chr9.101,6.35290501398396
chr9.102,2.38635690537667
chr9.103,2.77163082084997
chr9.104,1.54847188478557
chr9.105,-0.300241005085828
chr9.106,9.94856827052665
chr9.107,3.36023930855935
chr9.108,0.622368366978775
chr9.109,-1.16616454643081
chr9.110,7.00717764795366
chr9.111,3.5727496469745
chr9.112,-0.608021398914591
chr9.114,-4.89281260409246
chr9.115,4.01630141971888
chr9.116,11.6675266593138
chr9.117,4.6767206887141
chr9.118,8.37279602701533
chr9.119,0.163827663341562
chr9.120,-4.46378343587558
chr9.121,-2.93030144100798
chr9.122,2.7844996662801
chr9.123,1.92184722435403
chr9.124,-4.4398865040244
chr9.125,-1.6064012545678
chr9.126,-1.97234277574069
chr9.127,-1.58590091227579
chr9.131,-2.29729557425415
chr9.132,-5.0102553147367
chr9.133,-0.945573052169739
chr9.135,1.66378593678401
chr9.137,-0.0452990132512322
chr10.2,-5.62133292214653
chr10.3,-3.26056469597162
chr10.4,-0.289446248359694
chr10.5,-3.35071904565182
chr10.7,7.14684478589957
chr10.8,0.821401285652884
chr10.9,12.1567269438969
chr10.10,17.333101626578
chr10.11,10.0858746598486
chr10.12,-3.62986597630327
chr10.14,2.32935247948261
chr10.15,-5.41980543259118
chr10.16,5.19845545681796
chr10.17,5.99080620024286
chr10.20,2.79979765782936
chr10.21,2.7357621480431
chr10.22,-2.37159925186377
chr10.23,1.00058826533815
chr10.24,5.04239397258697
chr10.25,8.16908105145323
chr10.26,2.30420816267879
chr10.27,9.11724687910388
chr10.28,3.80280381857913
chr10.29,4.24183038276888
chr10.30,-0.286303137445452
chr10.31,-3.84277931548618
chr10.32,-1.44454931723529
chr10.34,-2.80791444384961
chr10.35,-4.18017557703022
chr10.36,1.12278487993488
chr10.37,2.68447347240812
chr10.41,3.17822115619881
chr10.42,12.4169093885454
chr10.51,18.8356439507643
chr10.52,21.2762517341426
chr10.53,16.9534846639802
chr10.55,19.7330805743375
chr10.56,13.4531773904273
chr10.57,10.1655860822598
chr10.58,-0.556417543159367
chr10.59,-5.21641411067649
chr10.60,-3.71024156501959
chr10.61,0.95547294331805
chr10.62,7.38216451114244
chr10.63,1.55084499333172
chr10.64,2.82932201099708
chr10.65,1.23596827281351
chr10.69,-1.53945485510249
chr10.70,-0.935129204184957
chr10.71,-2.67215161830191
chr10.74,-0.381275172670601
chr10.75,-6.34615338601579
chr10.76,-6.10060988001474
chr10.77,-6.16961149615679
chr10.78,-5.24297237348253
chr10.80,4.84416767552769
chr10.81,5.4077503951489
chr10.82,0.376328871219667
chr10.83,1.70740721429288
chr10.84,1.90389026195033
chr10.85,-0.614143546861882
chr10.87,-7.1698972127605
chr10.88,-6.37472723032089
chr10.89,-0.057091065683234
chr10.90,-0.675194131640931
chr10.92,-0.105140211217917
chr10.93,-1.46792346008014
chr10.95,2.46348431768913
chr10.96,-7.16138195230678
chr10.97,-3.86469015921506
chr10.100,-2.53665380992849
chr10.101,0.0968030053867558
chr10.103,-2.63071631454441
chr10.104,12.8560552214449
chr10.105,10.7043953221115
chr10.106,3.91106666080956
chr10.107,-0.157381720605463
chr10.108,3.80073116571336
chr10.109,0.808477410116981
chr10.110,-2.88568986317826
chr10.111,1.41186429991919
chr10.112,-6.7620216073528
chr10.113,-2.93387913181729
chr10.114,1.14680349154935
chr10.115,0.901197735425936
chr10.116,-4.5441518873361
chr10.117,-2.97904882901643
chr10.118,-2.73650926911628
chr10.119,4.21839792135751
chr10.120,-3.66827843101081
chr10.121,-5.28655535051929
chr10.122,-5.75639780197526
chr10.123,-2.02267689009801
chr10.124,-4.17937777702761
chr10.125,0.65562341057182
chr10.127,-0.459287451513301
chr10.128,5.34773805560714
chr10.129,-2.29457085146194
chr10.130,-1.46267229520841
chr10.132,-4.66000518257393
chr11.3,6.19143672945668
chr11.6,4.40280910058433
chr11.7,0.597769429842109
chr11.8,5.51049067639928
chr11.9,-3.80713981283425
chr11.11,-4.23555844550473
chr11.12,-0.720121287111747
chr11.13,-8.51843067310475
chr11.14,-3.24438114499282
chr11.16,-1.48687502442265
chr11.17,-0.206056810946257
chr11.18,-4.32020795180573
chr11.20,-1.45832145203101
chr11.21,-4.54763639986618
chr11.22,1.34865805545408
chr11.23,8.85166292674495
chr11.24,-3.2556380495269
chr11.25,2.49191503373607
chr11.26,5.02629052378875
chr11.27,3.48141394260897
chr11.28,-1.52874515982834
chr11.29,0.366126954941602
chr11.30,-4.13141187685752
chr11.31,-0.403067365928601
chr11.32,-2.52332122865785
chr11.33,4.26057320003766
chr11.34,1.31338284808631
chr11.35,-0.926977176842224
chr11.36,-5.42504726439918
chr11.37,4.09044758792148
chr11.38,15.8320477592364
chr11.39,8.08092208699466
chr11.40,11.445543435771
chr11.41,1.43211010309392
chr11.42,4.20202891705149
chr11.43,3.03532356787748
chr11.44,4.33475445394315
chr11.45,0.118336242508566
chr11.46,-5.14035159726087
chr11.47,-3.85404978202035
chr11.53,20.5934651675556
chr11.54,4.7403356689464
chr11.55,11.7698618031503
chr11.56,7.14826335655913
chr11.57,-2.77757853157102
chr11.61,6.12961998551234
chr11.62,0.0069128451633037
chr11.69,-1.61742246231785
chr11.70,-6.16007787932898
chr11.71,4.36890158486096
chr11.72,0.852596230265432
chr11.73,3.95753829937337
chr11.74,0.468826256673115
chr11.75,-7.35926286557997
chr11.76,-5.73464618184836
chr11.77,3.53308886231176
chr11.78,-0.126471599382348
chr11.79,6.94208364541821
chr11.80,-0.590319822738015
chr11.82,-3.10721186580855
chr11.83,-3.59468953701729
chr11.84,-0.155070583868462
chr11.88,-1.06942192073535
chr11.89,-5.08131988459712
chr11.90,-7.04707015337342
chr11.91,2.56225249460441
chr11.92,-5.12233936083234
chr11.94,8.05003087662026
chr11.95,12.1091297365082
chr11.96,6.12032512774006
chr11.97,8.02815116735305
chr11.98,6.90129266413404
chr11.99,0.307002909671769
chr11.100,-1.47489657892966
chr11.101,-3.1036347923284
chr11.102,-0.559014372538442
chr11.103,2.22687834126157
chr11.104,2.45395593420725
chr11.106,2.74955289522582
chr11.107,-3.73255060678019
chr11.108,-6.64254995276376
chr11.109,-1.83233730465229
chr11.110,-9.44757128422093
chr11.111,-5.40879364895253
chr11.112,-7.01846969980254
chr11.113,-2.21588742600082
chr11.114,-3.65309889194821
chr11.115,-3.7113175531557
chr11.116,-6.91331727017144
chr11.117,-4.75986810176594
chr11.118,-0.0159647228254712
chr11.119,5.30140346951705
chr11.120,3.70550129348882
chr11.121,-3.32918516987789
chr11.122,-4.9658412444407
chr11.123,-5.32286475254948
chr11.124,-2.54796074909324
chr11.125,-4.71591528747116
chr11.126,-5.99210778737323
chr11.127,-2.89080783303327
chr11.128,-0.812373886747247
chr11.129,4.18282619654028
chr11.130,-1.88822040941878
chr11.131,-3.5455330441742
chr12.2,-0.425178811907884
chr12.3,-0.813178999383032
chr12.4,-1.72370402252467
chr12.5,5.15035140165616
chr12.6,2.60930041446795
chr12.7,-1.3186278733095
chr12.11,10.2731708333626
chr12.12,-0.452407710554885
chr12.13,-0.76035694377246
chr12.14,-0.934871992418921
chr12.15,-0.406874672664738
chr12.16,-4.64836694073099
chr12.17,-2.25488586072829
chr12.18,11.0064371410324
chr12.19,1.64640487042497
chr12.20,-1.67544222022693
chr12.21,8.90465119381596
chr12.22,6.16955863334675
chr12.23,3.5659418361813
chr12.24,-3.04880104324926
chr12.25,-1.48916846484637
chr12.26,6.14932037921727
chr12.27,0.946440839466009
chr12.28,0.787995748316587
chr12.29,3.06481787916084
chr12.30,-2.25651117647623
chr12.31,-1.12161824277019
chr12.34,9.54440200686924
chr12.36,1.96620547305547
chr12.37,10.1941091959437
chr12.38,3.41053234086915
chr12.39,4.02054913200423
chr12.40,11.11208674738
chr12.41,3.82690541630002
chr12.42,1.18889751163419
chr12.43,1.01907231651329
chr12.44,5.64120931882692
chr12.45,5.09469592825046
chr12.47,2.15147448695621
chr12.49,-2.05446932778406
chr12.50,-1.68272161114291
chr12.51,1.1229792500005
chr12.55,3.90848923414181
chr12.56,1.10027487316638
chr12.57,3.68076282128934
chr12.58,9.82098475478174
chr12.59,2.83282575005475
chr12.60,-0.0214316506464858
chr12.62,1.03306332303221
chr12.63,1.48197530204478
chr12.64,3.08256437377986
chr12.65,6.0336455055469
chr12.66,4.01445394588699
chr12.67,1.81977971238028
chr12.68,2.3005685046561
chr12.69,-2.22918299249898
chr12.70,4.80273880645784
chr12.71,7.27602754664859
chr12.72,4.87227895746551
chr12.73,-3.27327947117891
chr12.74,2.02051563467863
chr12.75,-5.95034776291543
chr12.76,-1.91891408924934
chr12.77,-0.284454793527006
chr12.78,6.99395672853546
chr12.79,1.98580459716691
chr12.80,0.118106027921805
chr12.81,7.98026805047163
chr12.82,4.05174443128881
chr12.83,1.42680418922261
chr12.84,-1.07429444654826
chr12.85,4.83442767144157
chr12.86,5.25995835017643
chr12.87,-0.876507409118994
chr12.88,0.647146748457303
chr12.89,-3.19952480441653
chr12.90,-1.4021440260437
chr12.91,-0.909018152337365
chr12.92,4.82621858550588
chr12.93,3.44671689450275
chr12.94,-2.53414962997677
chr12.95,-2.07872029721481
chr12.96,0.928280618638281
chr12.97,-2.30107154675287
chr12.98,0.422406005786723
chr12.99,-2.17211405805565
chr12.100,-3.16054565173371
chr12.101,1.3295419975695
chr12.102,-2.71201651875384
chr12.103,-0.927931634931012
chr12.104,4.38334964071819
chr12.105,1.96932383693272
chr12.107,-1.34565943335577
chr12.108,1.70137777787771
chr12.110,1.38217564690812
chr12.111,-1.33267496567113
chr12.112,2.69763602170209
chr12.113,-2.1052500045735
chr12.114,1.26660547256558
chr12.115,-1.48453593247794
chr12.116,0.991448384690926
chr12.117,-4.34541432076766
chr12.121,-2.45461895152879
chr12.122,-1.75407051649819
chr12.123,1.09695596210294
chr12.124,-1.48438009506035
chr12.125,-0.956507741590941
chr12.126,11.1437981844115
chr12.127,-3.8061930235052
chr12.128,4.18165048114292
chr13.18,-3.13906413768928
chr13.19,-3.98483579574925
chr13.20,5.34555772052036
chr13.21,-5.908217710946
chr13.23,-4.46954173124924
chr13.24,-3.4709539738906
chr13.25,-9.43725592401218
chr13.26,-2.06959026962256
chr13.27,-2.39817010282641
chr13.28,-3.53509886941393
chr13.29,-5.63822367668817
chr13.30,-1.81154099239753
chr13.31,-5.99216015207963
chr13.32,-5.81986458426436
chr13.33,-3.22414587243512
chr13.34,-4.12578465580703
chr13.35,-5.62625414665919
chr13.36,-7.21392168842031
chr13.37,-4.88404649572636
chr13.39,-4.1822290175447
chr13.40,-4.08786667410829
chr13.41,-6.07282785573595
chr13.42,-4.03743245075234
chr13.43,-4.65153505957749
chr13.44,-1.81851103247837
chr13.45,3.8383594255787
chr13.46,-5.0528650079786
chr13.47,-3.92982575946489
chr13.48,-6.3079521951901
chr13.51,-2.04788926061433
chr13.52,-1.76463478617592
chr13.53,-0.501187521773113
chr13.54,-4.39682142364132
chr13.55,-4.16575322034346
chr13.56,-4.15615257372929
chr13.57,-5.48281329841922
chr13.58,2.86974517275759
chr13.59,-3.0852278060123
chr13.60,-3.65769062868794
chr13.62,-2.77517290726704
chr13.63,2.97066185947203
chr13.64,-8.09095817336969
chr13.65,4.9961334162496
chr13.66,2.99134783742892
chr13.67,4.44689661203897
chr13.68,-1.73961685513068
chr13.69,-3.80602604546871
chr13.70,-1.16668417310265
chr13.71,-5.1280363929334
chr13.72,1.06178952217291
chr13.73,-6.7083464152192
chr13.74,-6.83101654436924
chr13.75,-3.86502270796482
chr13.76,-2.91437790914097
chr13.77,0.0696164451980654
chr13.78,0.931898787710992
chr13.79,3.57952752749311
chr13.80,-1.88996619205837
chr13.81,0.311437829932355
chr13.82,-4.43218718069372
chr13.84,-3.91121038389414
chr13.85,0.770937614966479
chr13.86,-3.78414835587977
chr13.87,-2.74604829755512
chr13.88,-2.53801137355966
chr13.89,-5.32052381084788
chr13.90,-4.80416342554916
chr13.92,-4.21757397858446
chr13.93,1.64178805514555
chr13.94,-0.419252783875475
chr13.95,-0.0190825413464451
chr13.96,-4.55504918792299
chr13.97,-3.74064928026742
chr13.98,-6.25657172481365
chr13.99,-4.89842014371639
chr13.100,-5.62788195785017
chr13.101,-7.3137716937085
chr13.102,-4.66762741049529
chr13.103,4.43364368085576
chr13.104,-1.38540454953524
chr13.105,-7.6624766193259
chr13.106,-1.03659897486356
chr13.107,-4.17173564703976
chr13.108,-5.07551908386901
chr13.110,-3.36799537124069
chr14.18,1.46935030543909
chr14.19,12.3959546791825
chr14.22,8.87967021007612
chr14.23,3.92385544341269
chr14.24,0.383724975492619
chr14.25,-0.529314497533813
chr14.26,7.16980775160253
chr14.27,-6.12454179712051
chr14.28,-3.53364401228166
chr14.29,1.33670109650818
chr14.30,-9.25451302458202
chr14.31,1.07163893756351
chr14.33,-2.35127825510569
chr14.34,-3.98846325545858
chr14.35,0.869959609296222
chr14.37,3.43383298995052
chr14.38,2.75661679894064
chr14.39,3.3682478912995
chr14.40,3.97351389033416
chr14.41,0.672506297600687
chr14.43,14.1455659815961
chr14.44,8.92992063251294
chr14.45,6.44959963143111
chr14.46,1.27010948810641
chr14.47,3.37777246327628
chr14.48,-7.59564389448579
chr14.49,6.99975300955498
chr14.50,-3.91158323149013
chr14.51,-5.30531945295945
chr14.52,-0.779540441301025
chr14.53,-5.05934953977211
chr14.54,0.00904821330164667
chr14.55,3.517048713549
chr14.56,-6.3572317093833
chr14.57,-0.300625235732719
chr14.58,-1.47750809274552
chr14.59,-0.461063919850273
chr14.60,-2.59150027220324
chr14.61,2.17698047440287
chr14.62,-2.79030867131182
chr14.63,0.00687242397446708
chr14.64,-4.17451657397836
chr14.65,-3.65402675319163
chr14.66,-4.88000434634827
chr14.67,3.04592294986112
chr14.68,-7.08677268153193
chr14.69,0.938453968140065
chr14.70,-0.441489933851728
chr14.72,-5.10732869891071
chr14.73,-8.18379053584626
chr14.74,-4.33781460966776
chr14.75,-2.91637385993989
chr14.77,-3.897057220367
chr14.78,-2.66333063911434
chr14.79,-1.60895018334763
chr14.80,-6.21237383620939
chr14.81,-3.55428888404867
chr14.82,-6.49145333546245
chr14.83,0.0292011586836263
chr14.84,6.26852986331644
chr14.85,-1.64707410183816
chr14.86,-5.1606195815195
chr14.87,-3.88412757823805
chr14.88,-3.59561299138865
chr14.89,-2.61868434379718
chr14.90,-2.36214321174366
chr14.91,-6.10331104795342
chr14.92,-2.12617250379114
chr14.93,0.0577229587022676
chr14.94,8.89710894073547
chr14.95,8.90563222103759
chr14.96,2.36774289100344
chr14.97,-1.60109026392453
chr14.98,-1.79971389193514
chr14.99,-2.31586194160931
chr14.100,0.640868906493858
chr14.101,-2.08904348706171
chr14.102,-2.02228613529578
chr15.22,1.63769021533357
chr15.23,-2.42254856691064
chr15.24,-4.3533085177335
chr15.30,-3.51663692776779
chr15.32,-5.71243834567118
chr15.33,-1.72890962815545
chr15.34,-4.26861236061084
chr15.35,-2.15748253014227
chr15.36,-3.13314842568798
chr15.37,-4.57961536736536
chr15.39,-8.55237124319065
chr15.43,0.0744184961709393
chr15.44,-0.348523056243475
chr15.45,-5.11951988066721
chr15.46,-5.05115892385486
chr15.47,-2.34900082662736
chr15.48,-2.70708834502658
chr15.49,-0.970635547274327
chr15.50,4.777688278271
chr15.51,7.0877377491281
chr15.53,2.97685801222215
chr15.54,-6.25558494209278
chr15.55,-3.77628902391574
chr15.56,-1.76065203999797
chr15.57,-5.12310920260006
chr15.58,-4.29334970864918
chr15.59,-1.98094856165342
chr15.60,-1.51071503814826
chr15.61,-1.26383784882266
chr15.62,-0.353151733604814
chr15.63,-1.68885255577221
chr15.64,-4.75847575917548
chr15.65,-3.5946052044238
chr15.66,-5.33117048307823
chr15.67,-4.77635975928446
chr15.68,-5.73386565209463
chr15.70,-1.11366911264812
chr15.73,0.636355756498297
chr15.74,-1.03877040564249
chr15.75,2.4103856388305
chr15.76,-1.48660913166548
chr15.77,-1.17321163041446
chr15.78,-1.22153037941212
chr15.83,-1.82862773989622
chr15.84,11.6813898692622
chr15.85,6.25258758499391
chr15.86,2.26308854266133
chr15.88,-3.76849397571982
chr15.89,-3.47808420511028
chr15.90,4.12304191220242
chr15.91,0.566734076812001
chr15.92,9.34574046116747
chr15.93,6.95519030975947
chr15.94,18.9278617915695
chr15.95,8.20694366837221
chr15.96,3.28410245336392
chr15.97,4.77484335921636
chr15.98,-1.25018346932499
chr16.2,2.75119683100258
chr16.4,-0.814917244456944
chr16.5,1.15560007407569
chr16.6,4.5598013250334
chr16.8,2.99161503716938
chr16.10,1.02753281680143
chr16.11,6.50868599594422
chr16.12,3.71674461205833
chr16.13,-0.257830420809952
chr16.14,3.40991166181318
chr16.18,16.5566338757009
chr16.20,3.12054351695216
chr16.24,2.272846712972
chr16.25,-0.548079662941551
chr16.26,3.8620872552014
chr16.27,12.9333476256286
chr16.28,0.81524270261089
chr16.45,-1.63213306749335
chr16.46,3.62239344112419
chr16.47,0.681497876494339
chr16.48,4.0194054305603
chr16.49,7.82513619982128
chr16.50,-3.24082482840671
chr16.51,-0.406953614192389
chr16.52,-0.699429255406622
chr16.53,0.864796985592142
chr16.54,-2.56660030122493
chr16.55,-4.57942959858078
chr16.56,6.84994684891914
chr16.57,18.5098009278818
chr16.58,11.7759050559506
chr16.59,8.64984801893793
chr16.60,4.04604838201889
chr16.61,3.34066778416646
chr16.62,11.9936720105913
chr16.63,-1.94374719559496
chr16.64,-2.15101900090809
chr16.69,-3.23216069691772
chr16.70,-3.54838268390255
chr16.71,-6.02467526797185
chr16.73,3.04129154344184
chr16.74,-2.79405420353561
chr16.75,-6.41524583397753
chr16.76,-4.71905483017927
chr16.77,-3.63570925656334
chr16.78,-2.45319275522403
chr16.79,-4.01233071577762
chr16.80,-3.6519397296967
chr16.81,-3.17937592522929
chr16.82,-8.00349981823589
chr16.83,-1.42165300010939
chr16.84,1.97838472580298
chr17.6,-4.53385413398495
chr17.7,-1.53961730173242
chr17.9,-1.34620955569955
chr17.11,8.19406830341564
chr17.12,11.4905196402249
chr17.13,3.57287168197878
chr17.14,-7.13889266126629
